fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id,Acid_Ratio,Sulfur_Ratio,Sugar_Alcohol_Ratio,Total_Acidity,pH_Category,Alcohol_Sulphates_Interaction
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,5,1518,0.0635135135135135,0.35,0.20952380952380953,8.33,Low,6.615
6.6,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,5,1519,0.10606060606060606,0.5185185185185185,0.25490196078431376,7.38,Moderate,5.9159999999999995
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5,1522,0.05245901639344263,0.39655172413793105,0.21698113207547168,6.67,Moderate,10.282
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5,1523,0.07058823529411765,0.47540983606557374,0.1923076923076923,7.529999999999999,Low,6.24
6.7,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,5,1525,0.07164179104477611,0.5294117647058824,0.21649484536082478,7.26,Low,6.207999999999999
6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6,1526,0.06911764705882353,0.47368421052631576,0.22916666666666669,7.35,Low,6.24
7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,6,1528,0.036708860759493665,0.3559322033898305,0.21782178217821785,8.68,Low,6.767
7.1,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6,1529,0.09718309859154929,0.8076923076923077,0.2058823529411765,7.869999999999999,Moderate,6.119999999999999
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,6,1530,0.06666666666666667,0.5,0.19469026548672566,7.13,Moderate,7.797
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5,1531,0.11557377049180328,0.4642857142857143,0.27450980392156865,6.904999999999999,Moderate,6.732
7.2,0.53,0.13,2.0,0.0579999999999999,18.0,22.0,0.99573,3.21,0.68,9.9,6,1532,0.07361111111111111,0.8181818181818182,0.20202020202020202,7.86,Low,6.732000000000001
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,5,1533,0.04875,0.38095238095238093,0.2111111111111111,8.690000000000001,Low,5.49
6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7,1534,0.08484848484848487,0.4482758620689655,0.20512820512820512,7.3,Moderate,7.254
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,6,1535,0.07857142857142858,0.42857142857142855,0.22680412371134023,7.68,Low,5.722999999999999
6.2,0.64,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,5,1538,0.1032258064516129,0.5769230769230769,0.20833333333333334,6.93,Moderate,7.5600000000000005
6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,6,1540,0.08387096774193549,0.34375,0.37931034482758624,6.800000000000001,Moderate,7.308
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7,1544,0.044047619047619044,0.631578947368421,0.20535714285714285,9.2,Low,9.072
6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6,1545,0.09692307692307692,0.5714285714285714,0.17821782178217824,7.46,Low,6.4639999999999995
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5,1546,0.08142857142857142,0.6538461538461539,0.19607843137254904,7.59,Low,6.2219999999999995
11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5,1548,0.03571428571428572,0.38,0.1923076923076923,12.1,Low,6.032
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8,1549,0.048648648648648644,0.7083333333333334,0.15789473684210525,8.06,Low,7.9799999999999995
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5,1551,0.0943661971830986,0.6666666666666666,0.24468085106382975,7.77,Moderate,5.0760000000000005
6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6,1552,0.10793650793650794,0.5925925925925926,0.3274336283185841,6.989999999999999,Moderate,7.458000000000001
7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5,1553,0.10068493150684932,0.6428571428571429,0.23404255319148937,8.035,Moderate,5.64
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7,1555,0.08,0.625,0.16113744075829384,7.73,Moderate,7.174000000000001
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5,1556,0.13333333333333333,0.6,0.22222222222222224,7.52,Moderate,5.5440000000000005
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6,1557,0.12954545454545455,0.6521739130434783,0.21818181818181817,7.475,Moderate,6.6
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5,1558,0.09130434782608696,0.5739130434782609,0.7052631578947368,7.86,Low,5.32
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,1559,0.07692307692307693,0.2366412213740458,0.20202020202020202,8.66,Low,5.148000000000001
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,1560,0.07692307692307693,0.2366412213740458,0.20202020202020202,8.66,Low,5.148000000000001
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,1561,0.07692307692307693,0.2366412213740458,0.20202020202020202,8.66,Low,5.148000000000001
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,1562,0.09652777777777777,0.6,0.19801980198019803,8.025,Low,5.454
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,1563,0.09652777777777777,0.6,0.19801980198019803,8.025,Low,5.454
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6,1565,0.1,0.6190476190476191,0.17431192660550457,7.39,Low,8.938
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6,1566,0.023880597014925373,0.46153846153846156,0.18750000000000003,7.5,Low,7.951999999999999
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,1567,0.09652777777777777,0.6,0.19801980198019803,8.025,Low,5.454
7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5,1568,0.08,0.5952380952380952,0.1739130434782609,7.69,Low,5.427999999999999
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,6,1569,0.08225806451612903,0.4411764705882353,0.16521739130434782,6.85,Moderate,6.555
6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6,1570,0.056249999999999994,0.5428571428571428,0.1774193548387097,7.290000000000001,Low,11.532000000000002
6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6,1571,0.059375,0.6,0.19819819819819823,6.92,Moderate,7.215
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5,1572,0.09452054794520548,0.33653846153846156,0.23157894736842108,8.31,Low,4.845
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6,1573,0.09666666666666666,0.3,0.192,6.78,Moderate,8.375
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6,1575,0.06933333333333333,0.6,0.1864406779661017,8.42,Low,7.5520000000000005
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6,1576,0.0375,0.5517241379310345,0.14814814814814814,8.930000000000001,Low,8.424000000000001
6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,6,1577,0.1129032258064516,0.48148148148148145,0.42857142857142855,7.050000000000001,Moderate,7.14
6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6,1578,0.0985294117647059,0.65,0.1592920353982301,7.62,Moderate,7.571000000000001
7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6,1580,0.04729729729729729,0.34615384615384615,0.20168067226890754,8.08,Low,7.14
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5,1582,0.11721311475409836,0.48148148148148145,0.2184873949579832,6.914999999999999,Moderate,5.95
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5,1583,0.07419354838709677,0.32653061224489793,0.21428571428571427,6.95,Low,6.0760000000000005
6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7,1584,0.04776119402985075,0.7058823529411765,0.20689655172413793,7.460000000000001,Low,9.28
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6,1586,0.04133333333333333,0.5666666666666667,0.21052631578947367,8.219999999999999,Low,9.69
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6,1587,0.10517241379310345,0.6428571428571429,0.1651376146788991,6.5200000000000005,Moderate,7.194000000000001
6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6,1590,0.08730158730158731,0.7428571428571429,0.15517241379310345,7.0,Low,9.511999999999999
5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6,1591,0.137037037037037,0.6153846153846154,0.14655172413793102,6.23,Moderate,6.496
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,1592,0.08095238095238096,0.725,0.20909090909090908,6.9399999999999995,Moderate,8.25
6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,6,1593,0.09117647058823529,0.7368421052631579,0.19999999999999998,7.5,Moderate,7.789999999999999
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,5,1594,0.0967741935483871,0.7272727272727273,0.19047619047619047,6.88,Moderate,6.09
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6,1595,0.09322033898305085,0.7647058823529411,0.19642857142857145,6.55,Moderate,8.511999999999999
5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5,1597,0.10932203389830508,0.7272727272727273,0.19607843137254904,6.665,Moderate,7.241999999999999
